slot,dataset,attachment_point,requests,hop_budget,min_hop,reason
1355,8,0,1,1,inf,uncovered_within_hop_budget
1355,8,1,1,1,inf,uncovered_within_hop_budget
1355,8,2,3,1,inf,uncovered_within_hop_budget
1355,8,3,1,1,inf,uncovered_within_hop_budget
1355,8,4,2,1,inf,uncovered_within_hop_budget
1355,8,7,2,1,inf,uncovered_within_hop_budget
1355,9,0,2,1,inf,uncovered_within_hop_budget
1355,9,1,4,1,inf,uncovered_within_hop_budget
1355,9,2,2,1,inf,uncovered_within_hop_budget
1355,9,3,1,1,inf,uncovered_within_hop_budget
1355,9,4,3,1,inf,uncovered_within_hop_budget
1355,9,5,4,1,inf,uncovered_within_hop_budget
1355,9,6,2,1,inf,uncovered_within_hop_budget
1355,9,7,1,1,inf,uncovered_within_hop_budget
1355,9,8,3,1,inf,uncovered_within_hop_budget
1355,9,9,3,1,inf,uncovered_within_hop_budget
1356,0,0,1,1,inf,uncovered_within_hop_budget
1356,0,1,4,1,inf,uncovered_within_hop_budget
1356,0,4,3,1,inf,uncovered_within_hop_budget
1356,0,5,3,1,inf,uncovered_within_hop_budget
1356,0,7,2,1,inf,uncovered_within_hop_budget
1356,0,8,2,1,inf,uncovered_within_hop_budget
1356,1,0,1,1,inf,uncovered_within_hop_budget
1356,1,1,1,1,inf,uncovered_within_hop_budget
1356,1,4,2,1,inf,uncovered_within_hop_budget
1356,1,8,1,1,inf,uncovered_within_hop_budget
1356,1,2,1,1,inf,uncovered_within_hop_budget
1356,1,6,5,1,inf,uncovered_within_hop_budget
1356,1,9,1,1,inf,uncovered_within_hop_budget
1356,2,1,3,1,inf,uncovered_within_hop_budget
1356,2,4,3,1,inf,uncovered_within_hop_budget
1356,2,5,1,1,inf,uncovered_within_hop_budget
1356,2,8,1,1,inf,uncovered_within_hop_budget
1356,2,2,3,1,inf,uncovered_within_hop_budget
1356,2,6,2,1,inf,uncovered_within_hop_budget
1356,2,3,2,1,inf,uncovered_within_hop_budget
1356,3,0,2,1,inf,uncovered_within_hop_budget
1356,3,1,2,1,inf,uncovered_within_hop_budget
1356,3,4,1,1,inf,uncovered_within_hop_budget
1356,3,5,2,1,inf,uncovered_within_hop_budget
1356,3,7,1,1,inf,uncovered_within_hop_budget
1356,3,8,2,1,inf,uncovered_within_hop_budget
1356,3,2,3,1,inf,uncovered_within_hop_budget
1356,3,6,1,1,inf,uncovered_within_hop_budget
1356,3,9,1,1,inf,uncovered_within_hop_budget
1356,4,0,1,1,inf,uncovered_within_hop_budget
1356,4,1,3,1,inf,uncovered_within_hop_budget
1356,4,4,6,1,inf,uncovered_within_hop_budget
1356,4,5,1,1,inf,uncovered_within_hop_budget
1356,4,7,3,1,inf,uncovered_within_hop_budget
1356,4,8,2,1,inf,uncovered_within_hop_budget
1356,4,2,2,1,inf,uncovered_within_hop_budget
1356,4,9,3,1,inf,uncovered_within_hop_budget
1356,5,0,1,1,inf,uncovered_within_hop_budget
1356,5,1,2,1,inf,uncovered_within_hop_budget
1356,5,4,1,1,inf,uncovered_within_hop_budget
1356,5,7,2,1,inf,uncovered_within_hop_budget
1356,5,8,2,1,inf,uncovered_within_hop_budget
1356,5,6,1,1,inf,uncovered_within_hop_budget
1356,6,1,2,1,inf,uncovered_within_hop_budget
1356,6,4,2,1,inf,uncovered_within_hop_budget
1356,6,5,4,1,inf,uncovered_within_hop_budget
1356,6,7,1,1,inf,uncovered_within_hop_budget
1356,6,8,1,1,inf,uncovered_within_hop_budget
1356,6,2,8,1,inf,uncovered_within_hop_budget
1356,6,6,1,1,inf,uncovered_within_hop_budget
1356,6,9,1,1,inf,uncovered_within_hop_budget
1356,7,1,1,1,inf,uncovered_within_hop_budget
1356,7,8,1,1,inf,uncovered_within_hop_budget
1356,7,6,1,1,inf,uncovered_within_hop_budget
1356,7,9,1,1,inf,uncovered_within_hop_budget
1356,7,3,2,1,inf,uncovered_within_hop_budget
1356,8,1,1,1,inf,uncovered_within_hop_budget
1356,8,4,1,1,inf,uncovered_within_hop_budget
1356,8,5,1,1,inf,uncovered_within_hop_budget
1356,8,2,3,1,inf,uncovered_within_hop_budget
1356,8,9,1,1,inf,uncovered_within_hop_budget
1356,9,1,2,1,inf,uncovered_within_hop_budget
1356,9,4,2,1,inf,uncovered_within_hop_budget
1356,9,5,1,1,inf,uncovered_within_hop_budget
1356,9,8,1,1,inf,uncovered_within_hop_budget
1356,9,2,2,1,inf,uncovered_within_hop_budget
1356,9,6,3,1,inf,uncovered_within_hop_budget
1356,9,9,1,1,inf,uncovered_within_hop_budget
1357,0,0,2,1,inf,uncovered_within_hop_budget
1357,0,3,1,1,inf,uncovered_within_hop_budget
1357,0,4,5,1,inf,uncovered_within_hop_budget
1357,0,5,2,1,inf,uncovered_within_hop_budget
1357,0,7,3,1,inf,uncovered_within_hop_budget
1357,0,8,1,1,inf,uncovered_within_hop_budget
1357,1,4,3,1,inf,uncovered_within_hop_budget
1357,1,5,1,1,inf,uncovered_within_hop_budget
1357,1,7,1,1,inf,uncovered_within_hop_budget
1357,1,8,2,1,inf,uncovered_within_hop_budget
1357,1,2,2,1,inf,uncovered_within_hop_budget
1357,1,9,1,1,inf,uncovered_within_hop_budget
1357,2,0,2,1,inf,uncovered_within_hop_budget
1357,2,3,1,1,inf,uncovered_within_hop_budget
1357,2,4,2,1,inf,uncovered_within_hop_budget
1357,2,5,2,1,inf,uncovered_within_hop_budget
1357,2,7,1,1,inf,uncovered_within_hop_budget
1357,2,8,1,1,inf,uncovered_within_hop_budget
1357,2,2,4,1,inf,uncovered_within_hop_budget
1357,2,9,1,1,inf,uncovered_within_hop_budget
1357,2,1,3,1,inf,uncovered_within_hop_budget
1357,2,6,1,1,inf,uncovered_within_hop_budget
1357,3,4,5,1,inf,uncovered_within_hop_budget
1357,3,7,1,1,inf,uncovered_within_hop_budget
1357,3,2,3,1,inf,uncovered_within_hop_budget
1357,3,9,2,1,inf,uncovered_within_hop_budget
1357,3,1,3,1,inf,uncovered_within_hop_budget
1357,3,6,1,1,inf,uncovered_within_hop_budget
1357,4,3,3,1,inf,uncovered_within_hop_budget
1357,4,4,2,1,inf,uncovered_within_hop_budget
1357,4,5,1,1,inf,uncovered_within_hop_budget
1357,4,7,2,1,inf,uncovered_within_hop_budget
1357,4,8,1,1,inf,uncovered_within_hop_budget
1357,4,2,7,1,inf,uncovered_within_hop_budget
1357,4,9,1,1,inf,uncovered_within_hop_budget
1357,4,1,2,1,inf,uncovered_within_hop_budget
1357,4,6,2,1,inf,uncovered_within_hop_budget
1357,5,0,2,1,inf,uncovered_within_hop_budget
1357,5,3,1,1,inf,uncovered_within_hop_budget
1357,5,4,3,1,inf,uncovered_within_hop_budget
1357,5,5,3,1,inf,uncovered_within_hop_budget
1357,5,7,3,1,inf,uncovered_within_hop_budget
1357,5,8,2,1,inf,uncovered_within_hop_budget
1357,5,2,5,1,inf,uncovered_within_hop_budget
1357,5,9,1,1,inf,uncovered_within_hop_budget
1357,5,6,3,1,inf,uncovered_within_hop_budget
1357,6,0,1,1,inf,uncovered_within_hop_budget
1357,6,3,1,1,inf,uncovered_within_hop_budget
1357,6,4,6,1,inf,uncovered_within_hop_budget
1357,6,8,3,1,inf,uncovered_within_hop_budget
1357,6,2,5,1,inf,uncovered_within_hop_budget
1357,6,9,1,1,inf,uncovered_within_hop_budget
1357,6,1,1,1,inf,uncovered_within_hop_budget
1357,6,6,1,1,inf,uncovered_within_hop_budget
1357,7,0,2,1,inf,uncovered_within_hop_budget
1357,7,3,1,1,inf,uncovered_within_hop_budget
1357,7,4,4,1,inf,uncovered_within_hop_budget
1357,7,7,2,1,inf,uncovered_within_hop_budget
1357,7,1,2,1,inf,uncovered_within_hop_budget
1357,7,6,1,1,inf,uncovered_within_hop_budget
1357,8,0,2,1,inf,uncovered_within_hop_budget
1357,8,3,1,1,inf,uncovered_within_hop_budget
1357,8,4,2,1,inf,uncovered_within_hop_budget
1357,8,8,1,1,inf,uncovered_within_hop_budget
1357,9,4,1,1,inf,uncovered_within_hop_budget
1357,9,5,1,1,inf,uncovered_within_hop_budget
1357,9,7,2,1,inf,uncovered_within_hop_budget
1357,9,8,1,1,inf,uncovered_within_hop_budget
1357,9,2,3,1,inf,uncovered_within_hop_budget
1357,9,1,1,1,inf,uncovered_within_hop_budget
1357,9,6,1,1,inf,uncovered_within_hop_budget
1358,0,0,2,1,inf,uncovered_within_hop_budget
1358,0,1,3,1,inf,uncovered_within_hop_budget
1358,0,2,2,1,inf,uncovered_within_hop_budget
1358,0,3,3,1,inf,uncovered_within_hop_budget
1358,0,4,2,1,inf,uncovered_within_hop_budget
1358,0,5,2,1,inf,uncovered_within_hop_budget
1358,0,6,1,1,inf,uncovered_within_hop_budget
1358,0,7,1,1,inf,uncovered_within_hop_budget
1358,0,8,2,1,inf,uncovered_within_hop_budget
1358,1,0,1,1,inf,uncovered_within_hop_budget
1358,1,1,1,1,inf,uncovered_within_hop_budget
1358,1,2,2,1,inf,uncovered_within_hop_budget
1358,1,4,2,1,inf,uncovered_within_hop_budget
1358,1,6,1,1,inf,uncovered_within_hop_budget
1358,1,9,1,1,inf,uncovered_within_hop_budget
1358,2,1,4,1,inf,uncovered_within_hop_budget
1358,2,2,6,1,inf,uncovered_within_hop_budget
1358,2,3,1,1,inf,uncovered_within_hop_budget
1358,2,4,3,1,inf,uncovered_within_hop_budget
1358,2,6,1,1,inf,uncovered_within_hop_budget
1358,2,8,2,1,inf,uncovered_within_hop_budget
1358,2,9,2,1,inf,uncovered_within_hop_budget
1358,3,2,1,1,inf,uncovered_within_hop_budget
1358,3,3,1,1,inf,uncovered_within_hop_budget
1358,3,4,3,1,inf,uncovered_within_hop_budget
1358,3,6,4,1,inf,uncovered_within_hop_budget
1358,3,7,3,1,inf,uncovered_within_hop_budget
1358,3,8,1,1,inf,uncovered_within_hop_budget
1358,4,1,3,1,inf,uncovered_within_hop_budget
1358,4,2,5,1,inf,uncovered_within_hop_budget
1358,4,4,2,1,inf,uncovered_within_hop_budget
1358,4,6,1,1,inf,uncovered_within_hop_budget
1358,4,7,1,1,inf,uncovered_within_hop_budget
1358,4,8,1,1,inf,uncovered_within_hop_budget
1358,4,9,2,1,inf,uncovered_within_hop_budget
1358,5,0,2,1,inf,uncovered_within_hop_budget
1358,5,1,3,1,inf,uncovered_within_hop_budget
1358,5,2,2,1,inf,uncovered_within_hop_budget
1358,5,3,1,1,inf,uncovered_within_hop_budget
1358,5,4,1,1,inf,uncovered_within_hop_budget
1358,5,5,1,1,inf,uncovered_within_hop_budget
1358,5,6,3,1,inf,uncovered_within_hop_budget
1358,5,7,2,1,inf,uncovered_within_hop_budget
1358,5,8,2,1,inf,uncovered_within_hop_budget
1358,5,9,3,1,inf,uncovered_within_hop_budget
1358,6,0,1,1,inf,uncovered_within_hop_budget
1358,6,1,4,1,inf,uncovered_within_hop_budget
1358,6,3,2,1,inf,uncovered_within_hop_budget
1358,6,4,5,1,inf,uncovered_within_hop_budget
1358,6,7,1,1,inf,uncovered_within_hop_budget
1358,7,2,2,1,inf,uncovered_within_hop_budget
1358,7,3,1,1,inf,uncovered_within_hop_budget
1358,7,4,3,1,inf,uncovered_within_hop_budget
1358,7,8,1,1,inf,uncovered_within_hop_budget
1358,7,9,2,1,inf,uncovered_within_hop_budget
1358,8,2,1,1,inf,uncovered_within_hop_budget
1358,8,4,2,1,inf,uncovered_within_hop_budget
1358,8,5,2,1,inf,uncovered_within_hop_budget
1358,8,6,2,1,inf,uncovered_within_hop_budget
1358,8,7,1,1,inf,uncovered_within_hop_budget
1358,8,8,2,1,inf,uncovered_within_hop_budget
1358,8,9,1,1,inf,uncovered_within_hop_budget
1358,9,1,1,1,inf,uncovered_within_hop_budget
1358,9,2,1,1,inf,uncovered_within_hop_budget
1358,9,4,1,1,inf,uncovered_within_hop_budget
1358,9,6,1,1,inf,uncovered_within_hop_budget
1358,9,8,2,1,inf,uncovered_within_hop_budget
1358,9,9,1,1,inf,uncovered_within_hop_budget
1359,0,0,1,1,inf,uncovered_within_hop_budget
1359,0,1,3,1,inf,uncovered_within_hop_budget
1359,0,2,1,1,inf,uncovered_within_hop_budget
1359,0,4,4,1,inf,uncovered_within_hop_budget
1359,0,6,2,1,inf,uncovered_within_hop_budget
1359,0,7,2,1,inf,uncovered_within_hop_budget
1359,0,8,3,1,inf,uncovered_within_hop_budget
1359,1,1,3,1,inf,uncovered_within_hop_budget
1359,1,2,3,1,inf,uncovered_within_hop_budget
1359,1,6,1,1,inf,uncovered_within_hop_budget
1359,1,8,1,1,inf,uncovered_within_hop_budget
1359,1,5,1,1,inf,uncovered_within_hop_budget
1359,1,9,1,1,inf,uncovered_within_hop_budget
1359,2,0,3,1,inf,uncovered_within_hop_budget
1359,2,1,3,1,inf,uncovered_within_hop_budget
1359,2,2,1,1,inf,uncovered_within_hop_budget
1359,2,4,4,1,inf,uncovered_within_hop_budget
1359,2,8,3,1,inf,uncovered_within_hop_budget
1359,2,5,1,1,inf,uncovered_within_hop_budget
1359,2,9,3,1,inf,uncovered_within_hop_budget
1359,2,3,1,1,inf,uncovered_within_hop_budget
1359,3,0,1,1,inf,uncovered_within_hop_budget
1359,3,1,2,1,inf,uncovered_within_hop_budget
1359,3,4,2,1,inf,uncovered_within_hop_budget
1359,3,6,3,1,inf,uncovered_within_hop_budget
1359,3,3,2,1,inf,uncovered_within_hop_budget
1359,4,0,1,1,inf,uncovered_within_hop_budget
1359,4,1,1,1,inf,uncovered_within_hop_budget
1359,4,2,2,1,inf,uncovered_within_hop_budget
1359,4,4,2,1,inf,uncovered_within_hop_budget
1359,4,8,4,1,inf,uncovered_within_hop_budget
1359,4,5,3,1,inf,uncovered_within_hop_budget
1359,4,9,2,1,inf,uncovered_within_hop_budget
1359,5,0,1,1,inf,uncovered_within_hop_budget
1359,5,1,2,1,inf,uncovered_within_hop_budget
1359,5,2,3,1,inf,uncovered_within_hop_budget
1359,5,4,2,1,inf,uncovered_within_hop_budget
1359,5,6,1,1,inf,uncovered_within_hop_budget
1359,5,7,1,1,inf,uncovered_within_hop_budget
1359,5,5,1,1,inf,uncovered_within_hop_budget
1359,5,9,1,1,inf,uncovered_within_hop_budget
1359,6,1,3,1,inf,uncovered_within_hop_budget
1359,6,2,3,1,inf,uncovered_within_hop_budget
1359,6,4,1,1,inf,uncovered_within_hop_budget
1359,6,8,1,1,inf,uncovered_within_hop_budget
1359,6,5,2,1,inf,uncovered_within_hop_budget
1359,6,9,1,1,inf,uncovered_within_hop_budget
1359,6,3,1,1,inf,uncovered_within_hop_budget
1359,7,2,2,1,inf,uncovered_within_hop_budget
1359,7,4,1,1,inf,uncovered_within_hop_budget
1359,7,6,1,1,inf,uncovered_within_hop_budget
1359,7,7,1,1,inf,uncovered_within_hop_budget
1359,8,0,1,1,inf,uncovered_within_hop_budget
1359,8,1,1,1,inf,uncovered_within_hop_budget
1359,8,2,2,1,inf,uncovered_within_hop_budget
1359,8,4,3,1,inf,uncovered_within_hop_budget
1359,8,6,1,1,inf,uncovered_within_hop_budget
1359,8,8,1,1,inf,uncovered_within_hop_budget
1359,9,2,1,1,inf,uncovered_within_hop_budget
1359,9,4,1,1,inf,uncovered_within_hop_budget
1359,9,5,1,1,inf,uncovered_within_hop_budget
1359,9,3,2,1,inf,uncovered_within_hop_budget
1360,0,2,3,1,inf,uncovered_within_hop_budget
1360,0,3,2,1,inf,uncovered_within_hop_budget
1360,0,4,3,1,inf,uncovered_within_hop_budget
1360,0,9,1,1,inf,uncovered_within_hop_budget
1360,1,3,1,1,inf,uncovered_within_hop_budget
1360,1,4,3,1,inf,uncovered_within_hop_budget
1360,1,9,1,1,inf,uncovered_within_hop_budget
1360,1,1,1,1,inf,uncovered_within_hop_budget
1360,1,6,1,1,inf,uncovered_within_hop_budget
1360,2,2,5,1,inf,uncovered_within_hop_budget
1360,2,3,2,1,inf,uncovered_within_hop_budget
1360,2,4,1,1,inf,uncovered_within_hop_budget
1360,2,1,2,1,inf,uncovered_within_hop_budget
1360,2,0,2,1,inf,uncovered_within_hop_budget
1360,2,5,1,1,inf,uncovered_within_hop_budget
1360,3,2,3,1,inf,uncovered_within_hop_budget
1360,3,3,1,1,inf,uncovered_within_hop_budget
1360,3,4,5,1,inf,uncovered_within_hop_budget
1360,3,6,1,1,inf,uncovered_within_hop_budget
1360,3,5,2,1,inf,uncovered_within_hop_budget
1360,3,8,1,1,inf,uncovered_within_hop_budget
1360,4,2,5,1,inf,uncovered_within_hop_budget
1360,4,3,1,1,inf,uncovered_within_hop_budget
1360,4,4,4,1,inf,uncovered_within_hop_budget
1360,4,9,1,1,inf,uncovered_within_hop_budget
1360,4,1,2,1,inf,uncovered_within_hop_budget
1360,4,0,1,1,inf,uncovered_within_hop_budget
1360,4,5,1,1,inf,uncovered_within_hop_budget
1360,4,8,2,1,inf,uncovered_within_hop_budget
1360,5,2,2,1,inf,uncovered_within_hop_budget
1360,5,4,2,1,inf,uncovered_within_hop_budget
1360,5,9,3,1,inf,uncovered_within_hop_budget
1360,5,1,1,1,inf,uncovered_within_hop_budget
1360,5,0,2,1,inf,uncovered_within_hop_budget
1360,5,5,1,1,inf,uncovered_within_hop_budget
1360,5,7,1,1,inf,uncovered_within_hop_budget
1360,6,2,4,1,inf,uncovered_within_hop_budget
1360,6,3,1,1,inf,uncovered_within_hop_budget
1360,6,4,4,1,inf,uncovered_within_hop_budget
1360,6,7,1,1,inf,uncovered_within_hop_budget
1360,7,2,1,1,inf,uncovered_within_hop_budget
1360,7,3,1,1,inf,uncovered_within_hop_budget
1360,7,6,1,1,inf,uncovered_within_hop_budget
1360,7,0,1,1,inf,uncovered_within_hop_budget
1360,7,5,2,1,inf,uncovered_within_hop_budget
1360,7,8,1,1,inf,uncovered_within_hop_budget
1360,8,3,3,1,inf,uncovered_within_hop_budget
1360,8,1,3,1,inf,uncovered_within_hop_budget
1360,8,7,1,1,inf,uncovered_within_hop_budget
1360,9,2,1,1,inf,uncovered_within_hop_budget
1360,9,1,1,1,inf,uncovered_within_hop_budget
1360,9,5,1,1,inf,uncovered_within_hop_budget
1360,9,7,1,1,inf,uncovered_within_hop_budget
1361,0,0,2,1,inf,uncovered_within_hop_budget
1361,0,1,4,1,inf,uncovered_within_hop_budget
1361,0,3,1,1,inf,uncovered_within_hop_budget
1361,0,5,3,1,inf,uncovered_within_hop_budget
1361,0,6,1,1,inf,uncovered_within_hop_budget
1361,0,7,1,1,inf,uncovered_within_hop_budget
1361,0,8,3,1,inf,uncovered_within_hop_budget
1361,1,3,1,1,inf,uncovered_within_hop_budget
1361,1,7,1,1,inf,uncovered_within_hop_budget
1361,1,8,1,1,inf,uncovered_within_hop_budget
1361,1,2,3,1,inf,uncovered_within_hop_budget
1361,1,4,3,1,inf,uncovered_within_hop_budget
1361,1,9,1,1,inf,uncovered_within_hop_budget
1361,2,1,6,1,inf,uncovered_within_hop_budget
1361,2,3,1,1,inf,uncovered_within_hop_budget
1361,2,5,1,1,inf,uncovered_within_hop_budget
1361,2,7,1,1,inf,uncovered_within_hop_budget
1361,2,8,2,1,inf,uncovered_within_hop_budget
1361,2,2,2,1,inf,uncovered_within_hop_budget
1361,2,4,5,1,inf,uncovered_within_hop_budget
1361,3,3,1,1,inf,uncovered_within_hop_budget
1361,3,5,2,1,inf,uncovered_within_hop_budget
1361,3,7,2,1,inf,uncovered_within_hop_budget
1361,3,8,2,1,inf,uncovered_within_hop_budget
1361,3,2,2,1,inf,uncovered_within_hop_budget
1361,3,4,1,1,inf,uncovered_within_hop_budget
1361,4,0,1,1,inf,uncovered_within_hop_budget
1361,4,1,1,1,inf,uncovered_within_hop_budget
1361,4,3,1,1,inf,uncovered_within_hop_budget
1361,4,5,3,1,inf,uncovered_within_hop_budget
1361,4,6,2,1,inf,uncovered_within_hop_budget
1361,4,7,2,1,inf,uncovered_within_hop_budget
1361,4,8,1,1,inf,uncovered_within_hop_budget
1361,4,2,2,1,inf,uncovered_within_hop_budget
1361,4,4,5,1,inf,uncovered_within_hop_budget
1361,4,9,1,1,inf,uncovered_within_hop_budget
1361,5,1,4,1,inf,uncovered_within_hop_budget
1361,5,3,1,1,inf,uncovered_within_hop_budget
1361,5,7,1,1,inf,uncovered_within_hop_budget
1361,5,8,2,1,inf,uncovered_within_hop_budget
1361,5,2,2,1,inf,uncovered_within_hop_budget
1361,6,0,1,1,inf,uncovered_within_hop_budget
1361,6,1,2,1,inf,uncovered_within_hop_budget
1361,6,7,2,1,inf,uncovered_within_hop_budget
1361,6,8,2,1,inf,uncovered_within_hop_budget
1361,6,2,1,1,inf,uncovered_within_hop_budget
1361,6,4,1,1,inf,uncovered_within_hop_budget
1361,6,9,1,1,inf,uncovered_within_hop_budget
1361,7,5,2,1,inf,uncovered_within_hop_budget
1361,7,6,1,1,inf,uncovered_within_hop_budget
1361,7,7,1,1,inf,uncovered_within_hop_budget
1361,7,2,1,1,inf,uncovered_within_hop_budget
1361,8,5,2,1,inf,uncovered_within_hop_budget
1361,8,7,1,1,inf,uncovered_within_hop_budget
1361,8,8,1,1,inf,uncovered_within_hop_budget
1361,8,2,1,1,inf,uncovered_within_hop_budget
1361,8,4,1,1,inf,uncovered_within_hop_budget
1362,0,0,4,1,inf,uncovered_within_hop_budget
1362,0,2,2,1,inf,uncovered_within_hop_budget
1362,0,3,1,1,inf,uncovered_within_hop_budget
1362,0,4,1,1,inf,uncovered_within_hop_budget
1362,0,5,1,1,inf,uncovered_within_hop_budget
1362,0,6,3,1,inf,uncovered_within_hop_budget
1362,0,9,1,1,inf,uncovered_within_hop_budget
1362,1,0,2,1,inf,uncovered_within_hop_budget
1362,1,2,3,1,inf,uncovered_within_hop_budget
1362,1,4,3,1,inf,uncovered_within_hop_budget
1362,1,9,2,1,inf,uncovered_within_hop_budget
1362,1,7,1,1,inf,uncovered_within_hop_budget
1362,1,8,2,1,inf,uncovered_within_hop_budget
1362,2,0,5,1,inf,uncovered_within_hop_budget
1362,2,2,4,1,inf,uncovered_within_hop_budget
1362,2,4,8,1,inf,uncovered_within_hop_budget
1362,2,5,2,1,inf,uncovered_within_hop_budget
1362,2,6,3,1,inf,uncovered_within_hop_budget
1362,2,7,2,1,inf,uncovered_within_hop_budget
1362,2,8,1,1,inf,uncovered_within_hop_budget
1362,2,1,4,1,inf,uncovered_within_hop_budget
1362,3,0,1,1,inf,uncovered_within_hop_budget
1362,3,2,2,1,inf,uncovered_within_hop_budget
1362,3,4,3,1,inf,uncovered_within_hop_budget
1362,3,5,2,1,inf,uncovered_within_hop_budget
1362,3,9,2,1,inf,uncovered_within_hop_budget
1362,3,7,1,1,inf,uncovered_within_hop_budget
1362,3,1,2,1,inf,uncovered_within_hop_budget
1362,4,0,1,1,inf,uncovered_within_hop_budget
1362,4,2,3,1,inf,uncovered_within_hop_budget
1362,4,3,4,1,inf,uncovered_within_hop_budget
1362,4,4,3,1,inf,uncovered_within_hop_budget
1362,4,6,1,1,inf,uncovered_within_hop_budget
1362,4,9,2,1,inf,uncovered_within_hop_budget
1362,4,7,1,1,inf,uncovered_within_hop_budget
1362,4,8,1,1,inf,uncovered_within_hop_budget
1362,4,1,3,1,inf,uncovered_within_hop_budget
1362,5,2,2,1,inf,uncovered_within_hop_budget
1362,5,4,4,1,inf,uncovered_within_hop_budget
1362,5,5,2,1,inf,uncovered_within_hop_budget
1362,5,9,2,1,inf,uncovered_within_hop_budget
1362,5,1,1,1,inf,uncovered_within_hop_budget
1362,6,0,3,1,inf,uncovered_within_hop_budget
1362,6,2,6,1,inf,uncovered_within_hop_budget
1362,6,3,2,1,inf,uncovered_within_hop_budget
1362,6,4,2,1,inf,uncovered_within_hop_budget
1362,6,6,2,1,inf,uncovered_within_hop_budget
1362,6,9,1,1,inf,uncovered_within_hop_budget
1362,6,8,2,1,inf,uncovered_within_hop_budget
1362,6,1,1,1,inf,uncovered_within_hop_budget
1362,7,2,1,1,inf,uncovered_within_hop_budget
1362,7,4,1,1,inf,uncovered_within_hop_budget
1362,7,9,2,1,inf,uncovered_within_hop_budget
1362,7,8,1,1,inf,uncovered_within_hop_budget
1362,7,1,1,1,inf,uncovered_within_hop_budget
1362,8,0,2,1,inf,uncovered_within_hop_budget
1362,8,2,1,1,inf,uncovered_within_hop_budget
1362,8,3,1,1,inf,uncovered_within_hop_budget
1362,8,4,1,1,inf,uncovered_within_hop_budget
1362,8,7,1,1,inf,uncovered_within_hop_budget
1362,8,8,3,1,inf,uncovered_within_hop_budget
1362,8,1,2,1,inf,uncovered_within_hop_budget
1362,9,2,2,1,inf,uncovered_within_hop_budget
1362,9,4,2,1,inf,uncovered_within_hop_budget
1362,9,6,1,1,inf,uncovered_within_hop_budget
1362,9,9,2,1,inf,uncovered_within_hop_budget
1362,9,7,1,1,inf,uncovered_within_hop_budget
1362,9,8,1,1,inf,uncovered_within_hop_budget
1363,0,1,2,1,inf,uncovered_within_hop_budget
1363,0,2,5,1,inf,uncovered_within_hop_budget
1363,0,4,2,1,inf,uncovered_within_hop_budget
1363,0,6,1,1,inf,uncovered_within_hop_budget
1363,0,8,1,1,inf,uncovered_within_hop_budget
1363,1,1,2,1,inf,uncovered_within_hop_budget
1363,1,2,1,1,inf,uncovered_within_hop_budget
1363,1,4,4,1,inf,uncovered_within_hop_budget
1363,1,6,1,1,inf,uncovered_within_hop_budget
1363,1,8,2,1,inf,uncovered_within_hop_budget
1363,1,0,2,1,inf,uncovered_within_hop_budget
1363,2,1,2,1,inf,uncovered_within_hop_budget
1363,2,2,1,1,inf,uncovered_within_hop_budget
1363,2,4,8,1,inf,uncovered_within_hop_budget
1363,2,6,2,1,inf,uncovered_within_hop_budget
1363,2,8,2,1,inf,uncovered_within_hop_budget
1363,2,5,2,1,inf,uncovered_within_hop_budget
1363,2,9,1,1,inf,uncovered_within_hop_budget
1363,3,1,2,1,inf,uncovered_within_hop_budget
1363,3,2,1,1,inf,uncovered_within_hop_budget
1363,3,4,4,1,inf,uncovered_within_hop_budget
1363,3,6,2,1,inf,uncovered_within_hop_budget
1363,3,0,3,1,inf,uncovered_within_hop_budget
1363,3,5,2,1,inf,uncovered_within_hop_budget
1363,3,9,1,1,inf,uncovered_within_hop_budget
1363,3,7,2,1,inf,uncovered_within_hop_budget
1363,4,1,2,1,inf,uncovered_within_hop_budget
1363,4,4,7,1,inf,uncovered_within_hop_budget
1363,4,6,3,1,inf,uncovered_within_hop_budget
1363,4,0,1,1,inf,uncovered_within_hop_budget
1363,4,5,3,1,inf,uncovered_within_hop_budget
1363,4,7,2,1,inf,uncovered_within_hop_budget
1363,4,3,1,1,inf,uncovered_within_hop_budget
1363,5,1,3,1,inf,uncovered_within_hop_budget
1363,5,2,2,1,inf,uncovered_within_hop_budget
1363,5,4,2,1,inf,uncovered_within_hop_budget
1363,5,6,1,1,inf,uncovered_within_hop_budget
1363,5,8,2,1,inf,uncovered_within_hop_budget
1363,5,0,1,1,inf,uncovered_within_hop_budget
1363,5,9,4,1,inf,uncovered_within_hop_budget
1363,5,3,2,1,inf,uncovered_within_hop_budget
1363,6,1,2,1,inf,uncovered_within_hop_budget
1363,6,2,5,1,inf,uncovered_within_hop_budget
1363,6,4,1,1,inf,uncovered_within_hop_budget
1363,6,6,2,1,inf,uncovered_within_hop_budget
1363,6,8,1,1,inf,uncovered_within_hop_budget
1363,6,5,4,1,inf,uncovered_within_hop_budget
1363,6,9,1,1,inf,uncovered_within_hop_budget
1363,6,7,4,1,inf,uncovered_within_hop_budget
1363,6,3,2,1,inf,uncovered_within_hop_budget
1363,7,2,1,1,inf,uncovered_within_hop_budget
1363,7,4,2,1,inf,uncovered_within_hop_budget
1363,7,6,2,1,inf,uncovered_within_hop_budget
1363,7,9,1,1,inf,uncovered_within_hop_budget
